,name,count,pctwhite,pctapi,NonWhite,API,Year
537,MORROW,55664,81.58,0.44,0,0,2000
538,COLON,55512,7.9,0.28,1,0,2000
539,HOLLOWAY,55466,60.73,0.31,0,0,2000
540,SUMMERS,55391,80.58,0.5,0,0,2000
541,BRYAN,55269,84.48,0.5,0,0,2000
542,PETERSEN,55185,95.15,0.62,0,0,2000
543,MCKENZIE,55084,68.68,0.55,0,0,2000
544,SERRANO,55057,6.33,2.84,1,0,2000
545,WILCOX,54987,85.79,0.48,0,0,2000
546,CAREY,54924,83.21,0.43,0,0,2000
547,CLAYTON,54875,71.44,0.38,0,0,2000
548,POOLE,54706,74.92,0.37,0,0,2000
549,CALDERON,54691,5.92,1.67,1,0,2000
550,GALLEGOS,54672,8.34,0.46,1,0,2000
551,GREER,54611,75.62,0.35,0,0,2000
552,RIVAS,54588,5.82,0.4,1,0,2000
553,GUERRA,54575,12.73,0.51,1,0,2000
554,DECKER,54450,95.37,0.41,0,0,2000
555,COLLIER,54414,69.6,0.37,0,0,2000
556,WALL,54401,87.8,0.48,0,0,2000
557,WHITAKER,54343,73.4,0.34,0,0,2000
558,BASS,54296,71.82,0.39,0,0,2000
559,FLOWERS,54277,55.93,0.32,0,0,2000
560,DAVENPORT,54206,73.94,0.41,0,0,2000
561,CONLEY,54194,81.47,0.35,0,0,2000
562,HOUSTON,54026,54.63,0.42,0,0,2000
563,HUFF,53892,82.89,0.4,0,0,2000
564,COPELAND,53771,68.57,0.34,0,0,2000
565,HOOD,53737,76.59,0.4,0,0,2000
566,MONROE,53475,65.22,0.42,0,0,2000
567,MASSEY,53459,75.41,0.8,0,0,2000
568,ROBERSON,53198,53.85,0.28,0,0,2000
569,COMBS,53180,87.37,0.36,0,0,2000
570,FRANCO,53161,19.29,1.76,1,0,2000
571,LARSEN,52963,95.64,0.55,0,0,2000
572,PITTMAN,52689,66.35,0.28,0,0,2000
573,RANDALL,52495,76.37,0.46,0,0,2000
574,SKINNER,52490,81.4,0.4,0,0,2000
575,WILKINSON,52483,89.87,0.53,0,0,2000
576,KIRBY,52473,87.47,0.4,0,0,2000
577,CAMERON,52439,77.87,0.56,0,0,2000
578,BRIDGES,52260,70.46,0.37,0,0,2000
579,ANTHONY,52146,63.43,1.1,0,0,2000
580,RICHARD,52138,73.19,0.61,0,0,2000
581,KIRK,52056,84.75,0.41,0,0,2000
582,BRUCE,52004,79.85,0.53,0,0,2000
583,SINGLETON,51797,48.33,0.27,0,0,2000
584,MATHIS,51796,64.71,0.21,0,0,2000
585,BRADFORD,51726,67.27,0.35,0,0,2000
586,BOONE,51679,64.33,0.43,0,0,2000
587,ABBOTT,51620,91.0,0.49,0,0,2000
588,CHARLES,51518,38.87,0.8,0,0,2000
589,ALLISON,51504,83.01,0.45,0,0,2000
590,SWEENEY,51500,92.12,0.44,0,0,2000
591,ATKINSON,51489,81.73,0.41,0,0,2000
592,HORN,51380,86.75,0.84,0,0,2000
593,JEFFERSON,51361,18.72,0.25,1,0,2000
594,ROSALES,51336,4.19,2.55,1,0,2000
595,YORK,51334,87.72,0.6,0,0,2000
596,CHRISTIAN,51177,69.69,1.77,0,0,2000
597,PHELPS,51154,86.82,0.43,0,0,2000
598,FARRELL,51095,91.91,0.5,0,0,2000
599,CASTANEDA,51089,4.45,1.99,1,0,2000
600,NASH,51021,72.24,0.48,0,0,2000
601,DICKERSON,51017,65.09,0.33,0,0,2000
602,BOND,50980,78.18,0.57,0,0,2000
603,WYATT,50874,77.88,0.34,0,0,2000
604,FOLEY,50852,93.6,0.54,0,0,2000
605,CHASE,50777,83.65,0.52,0,0,2000
606,GATES,50748,77.13,0.48,0,0,2000
607,VINCENT,50628,82.26,0.94,0,0,2000
608,MATHEWS,50608,76.9,2.81,0,0,2000
609,HODGE,50577,71.1,0.38,0,0,2000
610,GARRISON,50482,85.31,0.4,0,0,2000
611,TREVINO,50454,7.41,0.17,1,0,2000
612,VILLARREAL,50351,6.57,0.18,1,0,2000
613,HEATH,50307,82.73,0.4,0,0,2000
614,DALTON,50166,88.39,0.4,0,0,2000
615,VALENCIA,50026,5.89,3.58,1,0,2000
616,CALLAHAN,49925,91.29,0.42,0,0,2000
617,HENSLEY,49858,94.24,0.34,0,0,2000
618,ATKINS,49754,70.28,0.39,0,0,2000
619,HUFFMAN,49737,92.88,0.33,0,0,2000
620,ROY,49725,79.9,5.58,0,0,2000
621,BOYER,49601,90.58,0.52,0,0,2000
622,SHIELDS,49556,78.28,0.42,0,0,2000
623,LIN,49360,2.29,95.13,1,1,2000
624,HANCOCK,49330,88.67,0.36,0,0,2000
625,GRIMES,49245,77.42,0.3,0,0,2000
626,GLENN,49241,63.64,0.36,0,0,2000
627,CLINE,49167,94.18,0.35,0,0,2000
628,DELACRUZ,49158,4.54,18.24,1,0,2000
629,CAMACHO,49000,7.13,2.77,1,0,2000
630,DILLON,48833,86.04,0.79,0,0,2000
631,PARRISH,48823,81.95,0.38,0,0,2000
632,ONEILL,48656,94.28,0.54,0,0,2000
633,MELTON,48594,82.29,0.41,0,0,2000
634,BOOTH,48580,85.15,0.52,0,0,2000
635,KANE,48527,91.64,1.5,0,0,2000
636,BERG,48480,95.91,0.54,0,0,2000
637,HARRELL,48471,68.77,0.3,0,0,2000
638,PITTS,48462,65.91,0.31,0,0,2000
639,SAVAGE,48367,77.24,0.42,0,0,2000
640,WIGGINS,48355,57.23,0.29,0,0,2000
641,BRENNAN,48296,95.97,0.59,0,0,2000
642,SALAS,48282,6.83,2.05,1,0,2000
643,MARKS,48281,81.35,0.58,0,0,2000
644,RUSSO,48126,95.14,0.37,0,0,2000
645,SAWYER,47979,82.52,0.52,0,0,2000
646,BAXTER,47857,82.59,0.48,0,0,2000
647,GOLDEN,47839,76.78,0.35,0,0,2000
648,HUTCHINSON,47809,78.4,0.5,0,0,2000
649,LIU,47665,1.83,95.46,1,1,2000
650,WALTER,47615,90.17,0.61,0,0,2000
651,MCDOWELL,47526,72.22,0.38,0,0,2000
652,WILEY,47503,67.53,0.38,0,0,2000
653,RICH,47477,86.98,0.55,0,0,2000
654,HUMPHREY,47470,74.03,0.33,0,0,2000
655,JOHNS,47289,81.25,0.67,0,0,2000
656,KOCH,47286,96.89,0.54,0,0,2000
657,SUAREZ,47235,9.32,2.11,1,0,2000
658,HOBBS,47220,80.8,0.33,0,0,2000
659,BEARD,47128,77.09,0.33,0,0,2000
660,GILMORE,47050,68.2,0.36,0,0,2000
661,IBARRA,46895,3.24,1.42,1,0,2000
662,KEITH,46747,81.17,0.52,0,0,2000
663,MACIAS,46739,5.26,0.29,1,0,2000
664,KHAN,46713,7.92,70.5,1,1,2000
665,ANDRADE,46702,16.92,1.72,1,0,2000
666,WARE,46682,51.5,0.36,0,0,2000
667,STEPHENSON,46662,83.02,0.46,0,0,2000
668,HENSON,46609,84.46,0.77,0,0,2000
669,WILKERSON,46605,66.92,0.37,0,0,2000
670,DYER,46574,85.82,0.44,0,0,2000
671,MCCLURE,46505,86.71,0.4,0,0,2000
672,BLACKWELL,46495,67.71,0.29,0,0,2000
673,MERCADO,46437,5.68,6.43,1,0,2000
674,TANNER,46412,84.06,0.45,0,0,2000
675,EATON,46403,86.74,0.44,0,0,2000
676,CLAY,46264,55.4,0.32,0,0,2000
677,BARRON,46196,53.82,0.58,0,0,2000
678,BEASLEY,46179,69.02,0.34,0,0,2000
679,ONEAL,46161,66.96,0.33,0,0,2000
680,PRESTON,45850,75.24,0.45,0,0,2000
681,SMALL,45850,64.63,0.41,0,0,2000
682,WU,45815,1.32,95.94,1,1,2000
683,ZAMORA,45806,5.99,2.37,1,0,2000
684,MACDONALD,45782,95.05,0.65,0,0,2000
685,VANCE,45763,83.42,0.39,0,0,2000
686,SNOW,45689,86.75,0.48,0,0,2000
687,MCCLAIN,45560,64.2,0.29,0,0,2000
688,STAFFORD,45349,81.14,0.35,0,0,2000
689,OROZCO,45289,3.86,0.39,1,0,2000
690,BARRY,45044,89.21,0.57,0,0,2000
691,ENGLISH,45032,74.07,0.56,0,0,2000
692,SHANNON,44902,77.39,0.45,0,0,2000
693,KLINE,44900,95.38,0.45,0,0,2000
694,JACOBSON,44874,96.05,0.53,0,0,2000
695,WOODARD,44830,62.49,0.3,0,0,2000
696,HUANG,44715,1.03,96.83,1,1,2000
697,KEMP,44701,73.76,0.37,0,0,2000
698,MOSLEY,44698,42.69,0.26,0,0,2000
699,PRINCE,44640,70.04,0.5,0,0,2000
700,MERRITT,44626,77.23,0.44,0,0,2000
701,HURST,44587,86.51,0.36,0,0,2000
702,VILLANUEVA,44570,4.88,12.52,1,0,2000
703,ROACH,44454,82.24,0.44,0,0,2000
704,NOLAN,44421,88.58,0.41,0,0,2000
705,LAM,44385,7.82,87.47,1,1,2000
706,YODER,44245,98.11,0.18,0,0,2000
707,MCCULLOUGH,44123,75.87,0.39,0,0,2000
708,LESTER,43919,77.72,0.29,0,0,2000
709,SANTANA,43875,6.2,0.45,1,0,2000
710,VALENZUELA,43770,5.55,2.36,1,0,2000
711,WINTERS,43762,81.09,0.53,0,0,2000
712,BARRERA,43720,5.79,1.34,1,0,2000
713,LEACH,43666,82.67,0.44,0,0,2000
714,ORR,43666,81.82,0.58,0,0,2000
715,BERGER,43556,93.9,0.49,0,0,2000
716,MCKEE,43555,89.46,0.51,0,0,2000
717,STRONG,43430,69.4,0.53,0,0,2000
718,CONWAY,43395,83.65,0.43,0,0,2000
719,STEIN,43331,95.59,0.51,0,0,2000
720,WHITEHEAD,43310,72.87,0.32,0,0,2000
721,BULLOCK,43021,64.13,0.33,0,0,2000
722,ESCOBAR,42955,6.32,1.83,1,0,2000
723,KNOX,42937,65.71,0.37,0,0,2000
724,MEADOWS,42884,82.93,0.27,0,0,2000
725,SOLOMON,42839,62.53,2.21,0,0,2000
726,VELEZ,42820,7.22,0.8,1,0,2000
727,ODONNELL,42802,96.46,0.47,0,0,2000
728,KERR,42758,89.19,0.64,0,0,2000
729,STOUT,42669,93.47,0.39,0,0,2000
730,BLANKENSHIP,42663,94.98,0.25,0,0,2000
731,BROWNING,42642,88.99,0.42,0,0,2000
732,KENT,42597,86.06,0.62,0,0,2000
733,LOZANO,42567,6.6,1.66,1,0,2000
734,BARTLETT,42512,92.43,0.5,0,0,2000
735,PRUITT,42463,75.13,0.25,0,0,2000
736,BUCK,42441,89.86,0.62,0,0,2000
737,BARR,42432,84.99,0.49,0,0,2000
738,GAINES,42369,45.12,0.32,0,0,2000
739,DURHAM,42365,75.5,0.32,0,0,2000
740,GENTRY,42357,84.11,0.31,0,0,2000
741,MCINTYRE,42335,81.17,0.47,0,0,2000
742,SLOAN,42281,81.91,0.42,0,0,2000
743,MELENDEZ,42139,5.63,0.46,1,0,2000
744,ROCHA,42139,17.47,0.58,1,0,2000
745,HERMAN,42091,92.35,0.64,0,0,2000
746,SEXTON,42080,92.92,0.33,0,0,2000
747,MOON,42062,70.43,14.85,0,0,2000
748,HENDRICKS,41879,78.17,0.53,0,0,2000
749,RANGEL,41868,6.08,0.26,1,0,2000
750,STARK,41863,93.71,0.47,0,0,2000
751,LOWERY,41670,70.35,0.27,0,0,2000
752,HARDIN,41664,79.56,0.36,0,0,2000
753,HULL,41656,87.34,0.45,0,0,2000
754,SELLERS,41561,78.89,0.42,0,0,2000
755,ELLISON,41459,68.41,0.4,0,0,2000
756,CALHOUN,41452,64.38,0.38,0,0,2000
757,GILLESPIE,41393,83.59,0.33,0,0,2000
758,MORA,41348,8.64,1.05,1,0,2000
759,KNAPP,41267,95.9,0.39,0,0,2000
760,MCCALL,41231,68.45,0.35,0,0,2000
761,MORSE,41112,91.55,0.61,0,0,2000
762,DORSEY,41104,43.97,0.29,0,0,2000
763,WEEKS,41053,86.04,0.49,0,0,2000
764,NIELSEN,41007,95.63,0.65,0,0,2000
765,LIVINGSTON,40964,74.69,0.48,0,0,2000
766,LEBLANC,40923,88.09,0.36,0,0,2000
767,MCLEAN,40871,70.6,0.46,0,0,2000
768,BRADSHAW,40794,80.46,0.35,0,0,2000
769,GLASS,40724,79.39,0.4,0,0,2000
770,MIDDLETON,40708,69.3,0.34,0,0,2000
771,BUCKLEY,40706,85.21,0.46,0,0,2000
772,SCHAEFER,40663,96.61,0.51,0,0,2000
773,FROST,40582,88.0,0.6,0,0,2000
774,HOWE,40555,92.25,0.76,0,0,2000
775,HOUSE,40477,77.33,0.35,0,0,2000
776,MCINTOSH,40453,72.78,0.37,0,0,2000
777,HO,40413,2.69,93.08,1,1,2000
778,PENNINGTON,40339,89.36,0.32,0,0,2000
779,REILLY,40310,96.07,0.54,0,0,2000
780,HEBERT,40283,91.99,0.29,0,0,2000
781,MCFARLAND,40244,80.85,0.45,0,0,2000
782,HICKMAN,40224,77.49,0.38,0,0,2000
783,NOBLE,40217,80.83,1.07,0,0,2000
784,SPEARS,40203,69.54,0.32,0,0,2000
785,CONRAD,40102,93.61,0.5,0,0,2000
786,ARIAS,40086,5.8,0.94,1,0,2000
787,GALVAN,40046,6.87,0.61,1,0,2000
788,VELAZQUEZ,40030,3.96,0.13,1,0,2000
789,HUYNH,40011,1.02,96.17,1,1,2000
790,FREDERICK,39909,82.9,0.49,0,0,2000
791,RANDOLPH,39742,58.2,0.4,0,0,2000
792,CANTU,39601,7.67,0.16,1,0,2000
793,FITZPATRICK,39501,87.12,0.5,0,0,2000
794,MAHONEY,39440,92.62,0.47,0,0,2000
795,PECK,39432,92.39,0.66,0,0,2000
796,VILLA,39402,10.17,2.09,1,0,2000
797,MICHAEL,39369,86.36,1.13,0,0,2000
798,DONOVAN,39270,94.59,0.53,0,0,2000
799,MCCONNELL,39203,90.56,0.41,0,0,2000
800,WALLS,39166,70.97,0.28,0,0,2000
801,BOYLE,39141,95.02,0.42,0,0,2000
802,MAYER,39111,94.55,0.66,0,0,2000
803,ZUNIGA,39057,4.57,0.76,1,0,2000
804,GILES,39002,67.59,0.35,0,0,2000
805,PINEDA,38999,4.29,5.46,1,0,2000
806,PACE,38975,80.08,0.47,0,0,2000
807,HURLEY,38971,91.9,0.52,0,0,2000
808,MAYS,38914,57.59,0.28,0,0,2000
809,MCMILLAN,38896,70.88,0.42,0,0,2000
810,CROSBY,38844,72.62,0.42,0,0,2000
811,AYERS,38836,85.0,0.44,0,0,2000
812,CASE,38759,93.55,0.58,0,0,2000
813,BENTLEY,38714,84.0,0.43,0,0,2000
814,SHEPARD,38705,78.43,0.43,0,0,2000
815,EVERETT,38702,71.64,0.39,0,0,2000
816,PUGH,38691,69.78,0.36,0,0,2000
817,DAVID,38659,65.29,10.5,0,0,2000
818,MCMAHON,38557,94.85,0.49,0,0,2000
819,DUNLAP,38516,77.58,0.32,0,0,2000
820,BENDER,38464,90.21,0.46,0,0,2000
821,HAHN,38354,91.64,5.2,0,0,2000
822,HARDING,38340,82.19,0.55,0,0,2000
823,ACEVEDO,38232,5.58,0.4,1,0,2000
824,RAYMOND,38158,82.76,0.79,0,0,2000
825,BLACKBURN,38137,88.9,0.37,0,0,2000
826,DUFFY,37962,92.13,0.62,0,0,2000
827,LANDRY,37961,84.84,0.39,0,0,2000
828,DOUGHERTY,37903,95.88,0.42,0,0,2000
829,BAUTISTA,37847,3.76,22.04,1,0,2000
830,SHAH,37833,4.05,87.8,1,1,2000
831,POTTS,37687,81.77,0.41,0,0,2000
832,ARROYO,37678,5.26,1.01,1,0,2000
833,VALENTINE,37669,68.97,0.45,0,0,2000
834,MEZA,37662,4.25,0.17,1,0,2000
835,GOULD,37660,88.59,0.53,0,0,2000
836,VAUGHAN,37591,84.03,0.37,0,0,2000
837,FRY,37542,92.6,0.5,0,0,2000
838,RUSH,37470,76.89,0.41,0,0,2000
839,AVERY,37440,72.69,0.44,0,0,2000
840,HERRING,37353,74.74,0.39,0,0,2000
841,DODSON,37298,83.09,0.42,0,0,2000
842,CLEMENTS,37237,86.47,0.38,0,0,2000
843,SAMPSON,37234,62.78,0.62,0,0,2000
844,TAPIA,37201,5.19,0.66,1,0,2000
845,BEAN,37145,83.01,0.45,0,0,2000
846,LYNN,37125,86.49,0.96,0,0,2000
847,CRANE,37123,91.58,0.54,0,0,2000
848,FARLEY,37116,85.58,0.43,0,0,2000
849,CISNEROS,37050,4.98,0.18,1,0,2000
850,BENTON,37032,71.59,0.44,0,0,2000
851,ASHLEY,37021,74.37,0.39,0,0,2000
852,MCKAY,36948,82.16,0.52,0,0,2000
853,FINLEY,36874,74.74,0.42,0,0,2000
854,BEST,36862,73.73,0.33,0,0,2000
855,BLEVINS,36841,91.1,0.29,0,0,2000
856,FRIEDMAN,36833,96.54,0.4,0,0,2000
857,MOSES,36814,57.92,1.5,0,0,2000
858,SOSA,36813,5.76,0.65,1,0,2000
859,BLANCHARD,36764,87.06,0.41,0,0,2000
860,HUBER,36729,96.62,0.45,0,0,2000
861,FRYE,36716,84.31,0.41,0,0,2000
862,KRUEGER,36694,97.06,0.43,0,0,2000
863,BERNARD,36546,67.36,0.77,0,0,2000
864,ROSARIO,36539,6.17,4.11,1,0,2000
865,RUBIO,36531,6.4,1.85,1,0,2000
866,MULLEN,36442,89.68,0.58,0,0,2000
867,BENJAMIN,36439,53.29,1.82,0,0,2000
868,HALEY,36433,83.27,0.4,0,0,2000
869,CHUNG,36422,2.34,91.02,1,1,2000
870,MOYER,36421,94.94,0.41,0,0,2000
871,CHOI,36390,1.5,96.46,1,1,2000
872,HORNE,36288,73.44,0.42,0,0,2000
873,YU,36285,1.45,96.22,1,1,2000
874,WOODWARD,36242,91.25,0.59,0,0,2000
875,ALI,36079,15.25,41.9,1,0,2000
876,NIXON,36037,65.46,0.42,0,0,2000
877,HAYDEN,36024,82.78,0.44,0,0,2000
878,RIVERS,35980,42.48,0.54,0,0,2000
879,ESTES,35839,88.53,0.46,0,0,2000
880,MCCARTY,35718,90.18,0.34,0,0,2000
881,RICHMOND,35715,74.23,0.46,0,0,2000
882,STUART,35701,85.41,0.46,0,0,2000
883,MAYNARD,35648,88.94,0.35,0,0,2000
884,BRANDT,35616,95.56,0.54,0,0,2000
885,OCONNELL,35610,96.43,0.5,0,0,2000
886,HANNA,35599,87.38,0.61,0,0,2000
887,SANFORD,35565,78.41,0.41,0,0,2000
888,SHEPPARD,35554,70.37,0.39,0,0,2000
889,CHURCH,35539,90.86,0.37,0,0,2000
890,BURCH,35521,80.58,0.46,0,0,2000
891,LEVY,35464,82.6,0.62,0,0,2000
892,RASMUSSEN,35453,96.02,0.67,0,0,2000
893,COFFEY,35442,89.96,0.39,0,0,2000
894,PONCE,35400,6.34,1.93,1,0,2000
895,FAULKNER,35389,81.58,0.41,0,0,2000
896,DONALDSON,35387,74.7,0.42,0,0,2000
897,SCHMITT,35326,96.82,0.42,0,0,2000
898,NOVAK,35282,96.84,0.44,0,0,2000
899,COSTA,35227,83.35,1.38,0,0,2000
900,MONTES,35196,5.88,0.83,1,0,2000
901,BOOKER,35101,30.09,0.18,1,0,2000
902,CORDOVA,35074,11.18,1.29,1,0,2000
903,WALLER,35001,71.82,0.38,0,0,2000
904,ARELLANO,34999,5.02,2.78,1,0,2000
905,MADDOX,34970,72.36,0.27,0,0,2000
906,MATA,34888,6.15,2.42,1,0,2000
907,BONILLA,34824,5.49,1.14,1,0,2000
908,STANTON,34812,84.09,0.48,0,0,2000
909,COMPTON,34788,88.96,0.34,0,0,2000
910,KAUFMAN,34786,95.77,0.46,0,0,2000
911,DUDLEY,34770,68.68,0.4,0,0,2000
912,MCPHERSON,34763,76.9,0.43,0,0,2000
913,BELTRAN,34736,5.93,3.49,1,0,2000
914,DICKSON,34698,78.17,0.53,0,0,2000
915,MCCANN,34692,91.23,0.49,0,0,2000
916,VILLEGAS,34684,4.47,3.2,1,0,2000
917,PROCTOR,34682,72.28,0.41,0,0,2000
918,HESTER,34675,75.85,0.42,0,0,2000
919,CANTRELL,34674,91.12,0.36,0,0,2000
920,DAUGHERTY,34650,91.64,0.43,0,0,2000
921,CHERRY,34615,60.87,0.51,0,0,2000
922,BRAY,34575,83.07,0.47,0,0,2000
923,DAVILA,34541,6.71,0.35,1,0,2000
924,ROWLAND,34498,88.72,0.47,0,0,2000
925,LEVINE,34472,92.54,0.45,0,0,2000
926,MADDEN,34472,86.7,0.46,0,0,2000
927,SPENCE,34435,75.73,0.46,0,0,2000
928,GOOD,34430,91.3,0.48,0,0,2000
929,IRWIN,34374,93.92,0.49,0,0,2000
930,WERNER,34352,96.4,0.59,0,0,2000
931,KRAUSE,34345,96.58,0.51,0,0,2000
932,PETTY,34278,75.78,0.33,0,0,2000
933,WHITNEY,34251,87.11,0.72,0,0,2000
934,BAIRD,34233,93.1,0.56,0,0,2000
935,HOOPER,34084,81.92,0.47,0,0,2000
936,POLLARD,34079,65.1,0.46,0,0,2000
937,ZAVALA,34068,4.1,0.16,1,0,2000
938,JARVIS,34050,87.02,0.45,0,0,2000
939,HOLDEN,34041,78.91,0.37,0,0,2000
940,HAAS,34032,96.67,0.42,0,0,2000
941,HENDRIX,34032,80.35,0.32,0,0,2000
942,MCGRATH,34031,95.91,0.51,0,0,2000
943,BIRD,33962,90.03,0.74,0,0,2000
944,LUCERO,33922,11.88,2.46,1,0,2000
945,TERRELL,33914,57.43,0.27,0,0,2000
946,RIGGS,33868,89.44,0.34,0,0,2000
947,JOYCE,33843,89.32,0.49,0,0,2000
948,MERCER,33797,83.74,0.39,0,0,2000
949,ROLLINS,33797,70.86,0.31,0,0,2000
950,GALLOWAY,33773,72.1,0.4,0,0,2000
951,DUKE,33745,87.36,0.53,0,0,2000
952,ODOM,33717,71.3,0.35,0,0,2000
953,ANDERSEN,33508,95.51,0.63,0,0,2000
954,DOWNS,33494,85.69,0.39,0,0,2000
955,HATFIELD,33464,93.68,0.36,0,0,2000
956,BENITEZ,33441,4.97,1.84,1,0,2000
957,ARCHER,33411,81.9,0.43,0,0,2000
958,HUERTA,33348,4.44,0.3,1,0,2000
959,TRAVIS,33339,76.04,0.49,0,0,2000
960,MCNEIL,33239,55.32,0.3,0,0,2000
961,HINTON,33209,55.63,0.31,0,0,2000
962,ZHANG,33202,0.61,98.16,1,1,2000
963,HAYS,33194,92.62,0.44,0,0,2000
964,MAYO,33126,67.05,1.74,0,0,2000
965,FRITZ,33068,94.65,0.45,0,0,2000
966,BRANCH,33040,49.23,0.27,0,0,2000
967,MOONEY,32953,92.39,0.49,0,0,2000
968,EWING,32925,78.68,0.56,0,0,2000
969,RITTER,32864,94.11,0.36,0,0,2000
970,ESPARZA,32772,5.4,0.15,1,0,2000
971,FREY,32735,96.24,0.43,0,0,2000
972,BRAUN,32676,95.97,0.54,0,0,2000
973,GAY,32672,73.81,0.65,0,0,2000
974,RIDDLE,32654,89.84,0.42,0,0,2000
975,HANEY,32644,88.96,0.36,0,0,2000
976,KAISER,32567,94.64,0.7,0,0,2000
977,HOLDER,32466,76.28,0.4,0,0,2000
978,CHANEY,32433,73.58,0.38,0,0,2000
979,MCKNIGHT,32386,62.47,0.38,0,0,2000
980,GAMBLE,32377,59.63,0.4,0,0,2000
981,VANG,32333,1.44,92.9,1,1,2000
982,COOLEY,32287,80.16,0.36,0,0,2000
983,CARNEY,32282,87.32,0.5,0,0,2000
984,COWAN,32242,81.67,0.42,0,0,2000
985,FORBES,32228,74.24,0.6,0,0,2000
986,FERRELL,32174,76.95,0.35,0,0,2000
987,DAVIES,32165,91.34,0.59,0,0,2000
988,BARAJAS,32147,3.28,0.17,1,0,2000
989,SHEA,32069,95.74,1.35,0,0,2000
990,OSBORN,32044,92.72,0.51,0,0,2000
991,BRIGHT,32042,73.21,0.72,0,0,2000
992,CUEVAS,32015,9.04,1.85,1,0,2000
993,BOLTON,31995,75.55,0.39,0,0,2000
994,MURILLO,31964,4.81,0.87,1,0,2000
995,LUTZ,31940,96.18,0.44,0,0,2000
996,DUARTE,31896,18.08,1.02,1,0,2000
997,KIDD,31886,76.98,0.84,0,0,2000
998,KEY,31882,71.31,0.72,0,0,2000
999,COOKE,31860,80.5,0.44,0,0,2000
1000,GOFF,31806,88.96,0.42,0,0,2000
1001,DEJESUS,31803,6.43,7.75,1,0,2000
1002,MARIN,31786,14.74,0.71,1,0,2000
1003,DOTSON,31784,70.32,0.29,0,0,2000
1004,BONNER,31761,56.25,0.38,0,0,2000
1005,COTTON,31759,53.59,0.29,0,0,2000
1006,MERRILL,31758,91.74,0.54,0,0,2000
1007,LINDSAY,31744,75.11,0.49,0,0,2000
1008,LANCASTER,31686,85.89,0.53,0,0,2000
1009,MCGOWAN,31669,77.96,0.35,0,0,2000
1010,FELIX,31631,21.19,2.61,1,0,2000
1011,SALGADO,31627,4.56,1.42,1,0,2000
1012,SLATER,31569,81.47,0.45,0,0,2000
1013,CARVER,31566,90.64,0.32,0,0,2000
1014,GUTHRIE,31530,89.92,0.44,0,0,2000
1015,HOLMAN,31514,72.27,0.29,0,0,2000
1016,FULTON,31513,74.06,0.46,0,0,2000
1017,SNIDER,31418,93.71,0.45,0,0,2000
1018,SEARS,31387,84.68,0.43,0,0,2000
1019,WITT,31360,93.04,0.39,0,0,2000
1020,NEWELL,31317,81.55,0.4,0,0,2000
1021,BYERS,31299,82.91,0.42,0,0,2000
1022,LEHMAN,31296,96.36,0.48,0,0,2000
1023,GORMAN,31285,91.48,0.42,0,0,2000
1024,COSTELLO,31266,91.81,0.54,0,0,2000
1025,DONAHUE,31251,93.76,0.4,0,0,2000
1026,DELANEY,31236,85.31,0.49,0,0,2000
1027,ALBERT,31159,80.36,1.12,0,0,2000
1028,WORKMAN,31151,91.28,0.36,0,0,2000
1029,ROSAS,31050,4.73,0.53,1,0,2000
1030,SPRINGER,31044,85.65,0.52,0,0,2000
1031,JUSTICE,30956,87.72,0.33,0,0,2000
1032,KINNEY,30956,87.58,0.69,0,0,2000
1033,ODELL,30951,93.29,0.52,0,0,2000
1034,LAKE,30924,83.56,0.71,0,0,2000
1035,DONNELLY,30919,95.46,0.5,0,0,2000
1036,LAW,30900,68.5,13.17,0,0,2000
1037,DAILEY,30894,79.67,0.37,0,0,2000
1038,GUEVARA,30844,5.14,2.98,1,0,2000
1039,SHOEMAKER,30756,94.82,0.39,0,0,2000
1040,BARLOW,30749,82.57,0.42,0,0,2000
1041,MARINO,30735,87.16,0.9,0,0,2000
1042,WINTER,30721,94.61,0.52,0,0,2000
1043,CRAFT,30653,82.89,0.3,0,0,2000
1044,KATZ,30615,96.32,0.56,0,0,2000
1045,PICKETT,30552,67.7,0.34,0,0,2000
1046,ESPINOSA,30538,9.1,3.42,1,0,2000
1047,DALY,30434,92.85,0.62,0,0,2000
1048,MALONEY,30434,93.23,0.42,0,0,2000
1049,GOLDSTEIN,30429,95.96,0.59,0,0,2000
1050,CROWLEY,30416,91.49,0.51,0,0,2000
1051,VOGEL,30388,96.4,0.47,0,0,2000
1052,KUHN,30342,96.29,0.52,0,0,2000
1053,PEARCE,30276,90.57,0.44,0,0,2000
1054,HARTLEY,30236,90.68,0.4,0,0,2000
1055,CLEVELAND,30233,68.37,0.44,0,0,2000
1056,PALACIOS,30231,5.22,0.69,1,0,2000
1057,MCFADDEN,30205,63.18,0.36,0,0,2000
1058,BRITT,30200,75.76,0.35,0,0,2000
1059,WOOTEN,30185,67.9,0.29,0,0,2000
1060,CORTES,30141,8.96,2.43,1,0,2000
1061,DILLARD,30118,55.86,0.24,0,0,2000
1062,CHILDERS,30079,91.67,0.34,0,0,2000
1063,ALFORD,30050,66.04,0.43,0,0,2000
1064,DODD,30029,85.74,0.67,0,0,2000
1065,EMERSON,30028,86.26,0.59,0,0,2000
1066,WILDER,30023,69.88,0.4,0,0,2000
1067,LANGE,29977,95.09,0.46,0,0,2000
1068,GOLDBERG,29968,96.49,0.53,0,0,2000
1069,QUINTERO,29952,4.95,0.32,1,0,2000
