,name,count,pctwhite,pctapi,NonWhite,API,Year
1461,RAINEY,22397,65.7,0.28,0,0,2000
1462,YEAGER,22374,95.0,0.34,0,0,2000
1463,SAUCEDO,22357,3.9,0.13,1,0,2000
1464,FERREIRA,22320,67.78,1.39,0,0,2000
1465,SPRAGUE,22283,95.07,0.48,0,0,2000
1466,LACY,22250,66.21,0.48,0,0,2000
1467,HURTADO,22247,5.18,0.3,1,0,2000
1468,HEARD,22211,42.3,0.3,0,0,2000
1469,CONNELL,22183,93.51,0.38,0,0,2000
1470,STAHL,22163,96.49,0.46,0,0,2000
1471,ALDRIDGE,22160,82.28,0.32,0,0,2000
1472,AMAYA,22149,5.18,0.37,1,0,2000
1473,FORREST,22124,76.03,0.53,0,0,2000
1474,ERWIN,22120,89.84,0.45,0,0,2000
1475,GUNN,22120,70.45,0.74,0,0,2000
1476,SWAN,22082,81.75,0.72,0,0,2000
1477,BUTCHER,22077,86.73,0.36,0,0,2000
1478,ROSADO,22066,7.17,0.36,1,0,2000
1479,GODWIN,22062,83.83,0.41,0,0,2000
1480,HAND,22034,90.12,0.53,0,0,2000
1481,GABRIEL,22013,60.43,7.49,0,0,2000
1482,OTTO,22001,94.82,0.59,0,0,2000
1483,WHALEY,22000,82.61,0.36,0,0,2000
1484,LUDWIG,21994,96.49,0.53,0,0,2000
1485,CLIFFORD,21974,91.16,0.56,0,0,2000
1486,GROVE,21969,92.55,0.43,0,0,2000
1487,BEAVER,21963,88.21,0.41,0,0,2000
1488,SILVER,21956,82.6,0.63,0,0,2000
1489,DANG,21953,2.52,94.11,1,1,2000
1490,HAMMER,21947,94.29,0.51,0,0,2000
1491,DICK,21933,89.94,0.57,0,0,2000
1492,BOSWELL,21927,79.61,0.35,0,0,2000
1493,MEAD,21919,92.94,0.63,0,0,2000
1494,COLVIN,21908,77.58,0.47,0,0,2000
1495,OLEARY,21904,95.13,0.52,0,0,2000
1496,MILLIGAN,21887,83.45,0.32,0,0,2000
1497,GOINS,21872,68.35,0.32,0,0,2000
1498,AMES,21855,86.11,0.86,0,0,2000
1499,DODGE,21833,94.11,0.55,0,0,2000
1500,KAUR,21825,0.84,89.33,1,1,2000
1501,ESCOBEDO,21790,4.27,0.42,1,0,2000
1502,ARREDONDO,21785,5.17,0.14,1,0,2000
1503,GEIGER,21785,91.62,0.35,0,0,2000
1504,WINKLER,21783,95.5,0.47,0,0,2000
1505,DUNHAM,21772,86.88,0.45,0,0,2000
1506,TEMPLE,21771,81.89,0.63,0,0,2000
1507,BABCOCK,21769,95.8,0.49,0,0,2000
1508,BILLINGS,21764,85.09,0.46,0,0,2000
1509,GRIMM,21757,95.88,0.56,0,0,2000
1510,LILLY,21742,78.4,0.36,0,0,2000
1511,WESLEY,21734,44.34,0.65,0,0,2000
1512,MCGHEE,21727,47.39,0.26,0,0,2000
1513,PAINTER,21725,95.64,0.52,0,0,2000
1514,SIEGEL,21725,96.94,0.48,0,0,2000
1515,BOWER,21705,95.04,0.48,0,0,2000
1516,PURCELL,21696,88.94,1.13,0,0,2000
1517,BLOCK,21686,92.41,0.51,0,0,2000
1518,AGUILERA,21685,5.02,0.6,1,0,2000
1519,NORWOOD,21678,55.45,0.3,0,0,2000
1520,SHERIDAN,21668,92.47,0.57,0,0,2000
1521,CARTWRIGHT,21654,79.04,0.45,0,0,2000
1522,COATES,21652,71.51,0.4,0,0,2000
1523,DAVISON,21627,81.85,0.53,0,0,2000
1524,REGAN,21624,94.64,0.64,0,0,2000
1525,RAMEY,21618,86.12,0.3,0,0,2000
1526,KOENIG,21606,96.04,0.56,0,0,2000
1527,KRAFT,21579,95.67,0.54,0,0,2000
1528,BUNCH,21574,81.54,0.33,0,0,2000
1529,ENGEL,21567,96.29,0.53,0,0,2000
1530,TAN,21567,3.93,91.3,1,1,2000
1531,WINN,21566,76.73,1.04,0,0,2000
1532,STEWARD,21558,57.45,0.43,0,0,2000
1533,LINK,21553,92.56,0.54,0,0,2000
1534,VICKERS,21544,81.68,0.28,0,0,2000
1535,BRAGG,21540,82.27,0.27,0,0,2000
1536,PIPER,21526,88.6,0.52,0,0,2000
1537,HUGGINS,21499,68.66,0.33,0,0,2000
1538,MICHEL,21487,58.87,0.4,0,0,2000
1539,HEALY,21407,95.06,0.5,0,0,2000
1540,JACOB,21354,67.58,15.67,0,0,2000
1541,MCDONOUGH,21340,97.19,0.43,0,0,2000
1542,WOLFF,21321,95.66,0.51,0,0,2000
1543,COLBERT,21306,48.09,0.31,0,0,2000
1544,ZEPEDA,21305,4.75,0.29,1,0,2000
1545,HOANG,21269,1.39,95.79,1,1,2000
1546,DUGAN,21267,92.74,0.63,0,0,2000
1547,KILGORE,21264,84.55,0.35,0,0,2000
1548,MEADE,21264,88.67,0.48,0,0,2000
1549,GUILLEN,21257,6.09,0.97,1,0,2000
1550,DO,21230,1.97,94.86,1,1,2000
1551,HINOJOSA,21228,5.38,0.17,1,0,2000
1552,GOODE,21226,63.86,0.41,0,0,2000
1553,ARRINGTON,21216,53.42,0.31,0,0,2000
1554,GARY,21213,50.07,0.5,0,0,2000
1555,SNELL,21192,77.92,0.41,0,0,2000
1556,WILLARD,21183,91.61,0.32,0,0,2000
1557,RENTERIA,21159,4.65,0.18,1,0,2000
1558,CHACON,21153,6.96,0.45,1,0,2000
1559,GALLO,21149,80.15,1.0,0,0,2000
1560,HANKINS,21138,76.23,0.4,0,0,2000
1561,MONTANO,21110,11.94,1.59,1,0,2000
1562,BROWNE,21109,71.21,0.88,0,0,2000
1563,PEACOCK,21106,85.98,0.39,0,0,2000
1564,OHARA,21068,89.79,3.5,0,0,2000
1565,CORNELL,21060,90.94,0.69,0,0,2000
1566,SHERWOOD,20998,92.29,0.63,0,0,2000
1567,CASTELLANOS,20985,5.01,0.21,1,0,2000
1568,THORPE,20960,70.85,0.52,0,0,2000
1569,STILES,20957,92.56,0.39,0,0,2000
1570,SADLER,20939,82.15,0.32,0,0,2000
1571,LATHAM,20935,80.89,0.4,0,0,2000
1572,REDMOND,20919,69.21,0.44,0,0,2000
1573,GREENBERG,20908,96.56,0.62,0,0,2000
1574,COTE,20894,95.57,0.56,0,0,2000
1575,WADDELL,20885,82.81,0.38,0,0,2000
1576,DUKES,20870,46.28,0.24,0,0,2000
1577,DIAMOND,20860,87.87,0.73,0,0,2000
1578,BUI,20852,2.86,93.79,1,1,2000
1579,MADRID,20834,9.86,2.6,1,0,2000
1580,ALONSO,20802,9.28,0.92,1,0,2000
1581,SHEETS,20786,95.39,0.37,0,0,2000
1582,IRVIN,20776,70.56,0.33,0,0,2000
1583,HURT,20753,73.77,0.36,0,0,2000
1584,FERRIS,20743,92.85,0.52,0,0,2000
1585,SEWELL,20736,72.12,0.54,0,0,2000
1586,CARLTON,20727,81.77,0.4,0,0,2000
1587,ARAGON,20723,10.95,3.15,1,0,2000
1588,BLACKMON,20711,51.07,0.21,0,0,2000
1589,HADLEY,20710,79.8,0.71,0,0,2000
1590,HOYT,20707,93.98,0.47,0,0,2000
1591,MCGRAW,20704,84.47,0.39,0,0,2000
1592,PAGAN,20702,15.18,0.71,1,0,2000
1593,LAND,20687,83.58,0.43,0,0,2000
1594,TIDWELL,20681,85.64,0.25,0,0,2000
1595,LOVELL,20628,89.11,0.83,0,0,2000
1596,MINER,20627,88.93,0.75,0,0,2000
1597,DOSS,20623,74.01,0.74,0,0,2000
1598,DAHL,20616,95.98,0.64,0,0,2000
1599,DELATORRE,20614,5.96,2.1,1,0,2000
1600,STANFORD,20610,73.37,0.39,0,0,2000
1601,KAUFFMAN,20576,96.91,0.52,0,0,2000
1602,VELA,20569,7.45,0.49,1,0,2000
1603,GAGNON,20567,96.02,0.52,0,0,2000
1604,WINSTON,20537,32.37,0.52,1,0,2000
1605,GOMES,20532,51.42,6.56,0,0,2000
1606,THACKER,20531,91.29,0.72,0,0,2000
1607,CORONADO,20503,5.8,1.02,1,0,2000
1608,ASH,20500,82.9,0.59,0,0,2000
1609,JARRETT,20449,71.36,0.38,0,0,2000
1610,HAGER,20422,95.49,0.45,0,0,2000
1611,SAMUELS,20422,42.39,0.5,0,0,2000
1612,METZGER,20386,96.58,0.49,0,0,2000
1613,RAINES,20373,81.53,0.4,0,0,2000
1614,SPIVEY,20349,69.62,0.29,0,0,2000
1615,MAURER,20333,97.02,0.54,0,0,2000
1616,HAN,20318,5.79,90.59,1,1,2000
1617,VOSS,20291,94.64,0.45,0,0,2000
1618,HENLEY,20276,73.25,0.36,0,0,2000
1619,CABALLERO,20270,7.52,3.05,1,0,2000
1620,CARUSO,20257,95.77,0.33,0,0,2000
1621,COULTER,20252,87.47,0.4,0,0,2000
1622,NORTH,20238,86.69,0.54,0,0,2000
1623,FINN,20218,92.32,0.51,0,0,2000
1624,CAHILL,20181,95.59,0.54,0,0,2000
1625,LANIER,20181,69.82,0.33,0,0,2000
1626,SOUZA,20168,78.96,2.77,0,0,2000
1627,MCWILLIAMS,20135,79.61,0.39,0,0,2000
1628,DEAL,20128,86.44,0.37,0,0,2000
1629,SCHAFFER,20117,93.67,0.37,0,0,2000
1630,URBAN,20117,93.71,0.54,0,0,2000
1631,HOUSER,20078,88.76,0.36,0,0,2000
1632,CUMMINS,20072,91.9,0.53,0,0,2000
1633,ROMO,20066,9.13,0.44,1,0,2000
1634,CROCKER,20047,88.56,0.42,0,0,2000
1635,BASSETT,20032,86.42,0.62,0,0,2000
1636,KRUSE,20019,96.42,0.76,0,0,2000
1637,BOLDEN,20015,21.65,0.14,1,0,2000
1638,YBARRA,20013,9.55,0.28,1,0,2000
1639,METZ,20010,94.35,0.39,0,0,2000
1640,ROOT,20001,95.08,0.68,0,0,2000
1641,MCMULLEN,19998,84.7,0.35,0,0,2000
1642,CRUMP,19973,61.47,0.25,0,0,2000
1643,HAGAN,19973,88.19,0.67,0,0,2000
1644,GUIDRY,19967,78.16,0.27,0,0,2000
1645,BRANTLEY,19953,62.14,0.32,0,0,2000
1646,KEARNEY,19938,77.79,0.46,0,0,2000
1647,BEAL,19922,79.65,0.38,0,0,2000
1648,TOTH,19918,96.77,0.52,0,0,2000
1649,JORGENSEN,19906,96.16,0.45,0,0,2000
1650,TIMMONS,19900,70.38,0.31,0,0,2000
1651,MILTON,19899,49.93,0.38,0,0,2000
1652,TRIPP,19886,84.57,0.55,0,0,2000
1653,HURD,19856,76.82,0.44,0,0,2000
1654,SAPP,19847,77.36,0.4,0,0,2000
1655,WHITMAN,19827,90.56,0.54,0,0,2000
1656,MESSER,19819,95.49,0.35,0,0,2000
1657,BURGOS,19816,6.37,2.64,1,0,2000
1658,MAJOR,19791,63.37,0.43,0,0,2000
1659,WESTBROOK,19781,74.28,0.38,0,0,2000
1660,CASTLE,19768,89.65,0.42,0,0,2000
1661,SERNA,19751,7.74,1.03,1,0,2000
1662,CARLISLE,19718,81.98,0.37,0,0,2000
1663,VARELA,19672,9.01,0.42,1,0,2000
1664,CULLEN,19665,94.09,0.97,0,0,2000
1665,WILHELM,19664,96.12,0.8,0,0,2000
1666,BERGERON,19655,94.8,0.35,0,0,2000
1667,BURGER,19654,94.44,0.42,0,0,2000
1668,POSEY,19648,75.21,0.27,0,0,2000
1669,BARNHART,19642,94.61,0.45,0,0,2000
1670,HACKETT,19637,79.49,0.41,0,0,2000
1671,MADRIGAL,19632,5.4,1.07,1,0,2000
1672,EUBANKS,19616,76.01,0.32,0,0,2000
1673,SIZEMORE,19607,94.53,0.24,0,0,2000
1674,HILLIARD,19564,67.11,0.38,0,0,2000
1675,HARGROVE,19555,52.69,0.28,0,0,2000
1676,BOUCHER,19554,94.87,0.47,0,0,2000
1677,THOMASON,19549,89.55,0.26,0,0,2000
1678,MELVIN,19523,69.43,0.4,0,0,2000
1679,ROPER,19520,75.77,0.53,0,0,2000
1680,BARNARD,19517,92.27,0.32,0,0,2000
1681,FONSECA,19513,19.52,1.0,1,0,2000
1682,PEDERSEN,19510,95.65,0.58,0,0,2000
1683,QUIROZ,19507,4.93,0.8,1,0,2000
1684,WASHBURN,19505,93.66,0.48,0,0,2000
1685,HOLLIDAY,19488,71.24,0.31,0,0,2000
1686,YEE,19483,5.14,86.48,1,1,2000
1687,RUDOLPH,19462,75.94,0.58,0,0,2000
1688,BERMUDEZ,19451,6.51,3.17,1,0,2000
1689,COYLE,19424,95.41,0.49,0,0,2000
1690,GIL,19403,12.42,1.58,1,0,2000
1691,GOODRICH,19399,91.33,0.43,0,0,2000
1692,PINA,19399,10.41,0.5,1,0,2000
1693,ELIAS,19394,47.48,1.09,0,0,2000
1694,LOCKWOOD,19386,89.02,0.52,0,0,2000
1695,CABRAL,19384,49.0,3.34,0,0,2000
1696,CARRANZA,19375,4.52,0.92,1,0,2000
1697,DUVALL,19369,90.22,0.43,0,0,2000
1698,CORNELIUS,19342,75.21,0.51,0,0,2000
1699,MCCOLLUM,19341,79.28,0.37,0,0,2000
1700,STREET,19322,75.37,0.36,0,0,2000
1701,MCNEAL,19321,45.72,0.33,0,0,2000
1702,CONNORS,19320,93.64,0.48,0,0,2000
1703,ANGEL,19316,53.17,1.2,0,0,2000
1704,PAULSON,19299,95.69,0.8,0,0,2000
1705,HINSON,19293,84.69,0.24,0,0,2000
1706,KEENAN,19275,94.5,0.42,0,0,2000
1707,SHELDON,19246,92.67,0.82,0,0,2000
1708,FARR,19242,85.43,0.52,0,0,2000
1709,EDDY,19230,92.84,0.41,0,0,2000
1710,SAMUEL,19225,25.19,11.86,1,0,2000
1711,LEDBETTER,19222,86.19,0.37,0,0,2000
1712,RING,19222,87.95,0.99,0,0,2000
1713,BETTS,19209,72.07,0.53,0,0,2000
1714,FONTENOT,19203,78.36,0.27,0,0,2000
1715,GIFFORD,19171,93.66,0.48,0,0,2000
1716,HANNAH,19164,70.59,0.47,0,0,2000
1717,HANLEY,19160,89.68,0.47,0,0,2000
1718,PERSON,19129,47.92,1.54,0,0,2000
1719,FOUNTAIN,19094,64.97,0.41,0,0,2000
1720,LEVIN,19070,96.18,0.51,0,0,2000
1721,STUBBS,19068,67.52,0.34,0,0,2000
1722,HIGHTOWER,19054,53.2,0.29,0,0,2000
1723,MURDOCK,19041,81.56,0.4,0,0,2000
1724,KOEHLER,19037,96.75,0.49,0,0,2000
1725,MA,19030,2.42,94.0,1,1,2000
1726,ENGLE,19022,95.67,0.56,0,0,2000
1727,SMILEY,19014,64.61,0.36,0,0,2000
1728,CARMICHAEL,19011,74.95,0.56,0,0,2000
1729,SHEFFIELD,18983,79.22,0.25,0,0,2000
1730,LANGSTON,18979,73.71,0.32,0,0,2000
1731,MCCRACKEN,18975,93.84,0.35,0,0,2000
1732,YOST,18959,96.51,0.51,0,0,2000
1733,TROTTER,18946,64.28,0.38,0,0,2000
1734,STORY,18935,85.27,0.37,0,0,2000
1735,STARKS,18911,33.21,0.32,1,0,2000
1736,LUJAN,18892,9.06,1.27,1,0,2000
1737,BLOUNT,18882,49.29,0.27,0,0,2000
1738,CODY,18853,79.4,0.34,0,0,2000
1739,RUSHING,18853,78.92,0.21,0,0,2000
1740,BENOIT,18842,85.3,0.47,0,0,2000
1741,HERNDON,18838,80.0,0.38,0,0,2000
1742,JACOBSEN,18831,96.41,0.49,0,0,2000
1743,NIETO,18817,8.54,0.93,1,0,2000
1744,WISEMAN,18813,90.65,0.33,0,0,2000
1745,LAYTON,18781,89.87,0.39,0,0,2000
1746,EPPS,18780,33.3,0.28,1,0,2000
1747,SHIPLEY,18770,93.14,0.46,0,0,2000
1748,LEYVA,18769,5.48,0.94,1,0,2000
1749,REEDER,18768,85.48,0.39,0,0,2000
1750,BRAND,18750,85.09,0.45,0,0,2000
1751,ROLAND,18742,73.11,0.42,0,0,2000
1752,FITCH,18740,86.2,0.47,0,0,2000
1753,RICO,18735,10.34,1.75,1,0,2000
1754,NAPIER,18726,85.93,0.34,0,0,2000
1755,CRONIN,18710,96.48,0.52,0,0,2000
1756,MCQUEEN,18701,60.16,0.29,0,0,2000
1757,PAREDES,18689,6.17,3.16,1,0,2000
1758,TRENT,18679,80.91,0.46,0,0,2000
1759,CHRISTIANSEN,18676,95.68,0.53,0,0,2000
1760,PETTIT,18653,92.48,0.51,0,0,2000
1761,SPANGLER,18653,96.0,0.47,0,0,2000
1762,LANGFORD,18650,80.37,0.49,0,0,2000
1763,BENAVIDES,18617,6.5,0.52,1,0,2000
1764,PENN,18601,53.81,1.23,0,0,2000
1765,PAIGE,18600,43.37,0.44,0,0,2000
1766,WEIR,18588,89.72,0.44,0,0,2000
1767,DIETZ,18568,96.31,0.51,0,0,2000
1768,PRATER,18565,83.13,0.3,0,0,2000
1769,BREWSTER,18554,74.61,0.39,0,0,2000
1770,LOUIS,18552,28.37,2.8,1,0,2000
1771,DIEHL,18538,96.5,0.31,0,0,2000
1772,PACK,18538,84.36,1.73,0,0,2000
1773,SPAULDING,18527,85.65,0.51,0,0,2000
1774,AVILES,18521,5.49,1.28,1,0,2000
1775,ERNST,18521,96.33,0.54,0,0,2000
1776,NOWAK,18515,97.1,0.39,0,0,2000
1777,OLVERA,18512,4.48,0.12,1,0,2000
1778,ROCK,18510,86.13,0.38,0,0,2000
1779,MANSFIELD,18498,89.17,0.46,0,0,2000
1780,AQUINO,18472,14.94,31.17,1,0,2000
1781,OGDEN,18461,92.06,0.43,0,0,2000
1782,STACY,18461,91.35,0.51,0,0,2000
1783,RIZZO,18445,94.16,0.33,0,0,2000
1784,SYLVESTER,18445,75.94,0.76,0,0,2000
1785,GILLIS,18438,80.35,0.4,0,0,2000
1786,SANDS,18430,81.82,0.63,0,0,2000
1787,MACHADO,18429,44.92,1.45,0,0,2000
1788,LOVETT,18421,66.84,0.36,0,0,2000
1789,DUONG,18404,1.33,95.98,1,1,2000
1790,HYATT,18396,89.85,0.43,0,0,2000
1791,LANDIS,18388,95.52,0.39,0,0,2000
1792,PLATT,18376,88.35,0.43,0,0,2000
1793,BUSTAMANTE,18363,7.39,3.07,1,0,2000
1794,HEDRICK,18359,93.7,0.35,0,0,2000
1795,PRITCHETT,18350,71.05,0.23,0,0,2000
1796,GASTON,18348,53.89,0.51,0,0,2000
1797,DOBSON,18342,79.88,0.37,0,0,2000
1798,CAUDILL,18336,96.54,0.3,0,0,2000
1799,TACKETT,18332,95.62,0.27,0,0,2000
1800,BATEMAN,18313,89.17,0.42,0,0,2000
1801,LANDERS,18308,84.18,0.34,0,0,2000
1802,CARMONA,18289,7.01,0.97,1,0,2000
1803,GIPSON,18289,51.06,0.16,0,0,2000
1804,URIBE,18283,6.13,0.22,1,0,2000
1805,MCNEILL,18272,65.94,0.3,0,0,2000
1806,LEDFORD,18264,94.15,0.32,0,0,2000
1807,MIMS,18248,44.8,0.31,0,0,2000
1808,ABEL,18243,90.18,0.66,0,0,2000
1809,GOLD,18237,91.81,0.64,0,0,2000
1810,SMALLWOOD,18227,70.85,0.3,0,0,2000
1811,THORNE,18222,78.14,0.44,0,0,2000
1812,MCHUGH,18206,96.41,0.46,0,0,2000
1813,DICKENS,18181,65.3,0.33,0,0,2000
1814,LEUNG,18140,2.03,94.9,1,1,2000
1815,TOBIN,18135,90.68,0.64,0,0,2000
1816,KOWALSKI,18134,96.9,0.31,0,0,2000
1817,MEDEIROS,18121,85.14,3.06,0,0,2000
1818,COPE,18110,92.41,0.45,0,0,2000
1819,KRAUS,18107,96.63,0.41,0,0,2000
1820,QUEZADA,18107,3.13,0.37,1,0,2000
1821,OVERTON,18094,69.18,0.3,0,0,2000
1822,MONTALVO,18085,7.96,0.32,1,0,2000
1823,STALEY,18081,83.91,0.49,0,0,2000
1824,WOODY,18069,75.33,0.27,0,0,2000
1825,HATHAWAY,18041,91.49,0.49,0,0,2000
1826,OSORIO,18037,4.6,1.5,1,0,2000
1827,LAIRD,18031,90.96,0.51,0,0,2000
1828,DOBBS,18021,84.0,0.35,0,0,2000
1829,CAPPS,18013,94.72,0.33,0,0,2000
1830,PUTNAM,17990,95.38,0.51,0,0,2000
1831,LAY,17979,74.4,12.61,0,0,2000
1832,FRANCISCO,17976,38.06,18.43,0,0,2000
1833,ADAIR,17969,85.5,0.5,0,0,2000
1834,BERNSTEIN,17969,96.18,0.61,0,0,2000
1835,HUTTON,17961,85.57,0.48,0,0,2000
1836,BURKETT,17959,88.2,0.28,0,0,2000
1837,RHOADES,17952,93.57,0.47,0,0,2000
1838,RICHEY,17950,89.19,0.32,0,0,2000
1839,YANEZ,17950,5.74,0.41,1,0,2000
1840,BLEDSOE,17934,76.12,0.42,0,0,2000
1841,MCCAIN,17933,66.77,0.36,0,0,2000
1842,BEYER,17910,96.81,0.63,0,0,2000
1843,CATES,17907,88.38,0.54,0,0,2000
1844,ROCHE,17905,83.22,0.6,0,0,2000
1845,SPICER,17901,83.55,0.4,0,0,2000
1846,QUEEN,17881,77.41,0.34,0,0,2000
1847,DOTY,17874,93.54,0.42,0,0,2000
1848,DARLING,17855,89.44,0.58,0,0,2000
1849,DARBY,17854,66.11,0.36,0,0,2000
1850,SUMNER,17837,89.66,0.39,0,0,2000
1851,KINCAID,17833,87.55,0.48,0,0,2000
1852,HAY,17824,87.23,2.58,0,0,2000
1853,GROSSMAN,17811,96.28,0.58,0,0,2000
1854,LACEY,17811,73.58,0.36,0,0,2000
1855,WILKES,17797,71.2,0.31,0,0,2000
1856,HUMPHRIES,17785,81.6,0.34,0,0,2000
1857,PAZ,17776,9.24,3.61,1,0,2000
1858,DARNELL,17775,89.16,0.37,0,0,2000
1859,KEYS,17763,51.92,0.28,0,0,2000
1860,KYLE,17750,81.98,0.54,0,0,2000
1861,LACKEY,17749,85.5,0.38,0,0,2000
1862,VOGT,17739,95.59,0.56,0,0,2000
1863,LOCKLEAR,17730,19.9,0.14,1,0,2000
1864,KISER,17693,92.77,0.36,0,0,2000
1865,PRESLEY,17687,77.01,0.5,0,0,2000
1866,BRYSON,17680,79.47,0.41,0,0,2000
1867,BERGMAN,17671,95.87,0.45,0,0,2000
1868,PEOPLES,17664,39.95,0.18,0,0,2000
1869,FAIR,17658,67.85,0.41,0,0,2000
1870,MCCLENDON,17614,40.57,0.3,0,0,2000
1871,CORLEY,17609,76.67,0.32,0,0,2000
1872,PRADO,17586,7.65,3.06,1,0,2000
1873,CHRISTIE,17582,82.52,0.95,0,0,2000
1874,DELONG,17575,95.08,0.52,0,0,2000
1875,SKAGGS,17569,94.63,0.31,0,0,2000
1876,DILL,17562,89.92,0.55,0,0,2000
1877,SHEARER,17545,93.18,0.6,0,0,2000
1878,JUDD,17532,90.42,0.74,0,0,2000
1879,STAPLETON,17529,87.44,0.42,0,0,2000
1880,FLAHERTY,17513,96.6,0.46,0,0,2000
1881,CASILLAS,17498,5.46,0.29,1,0,2000
1882,PINTO,17488,54.21,3.57,0,0,2000
1883,HAYWOOD,17485,47.38,0.31,0,0,2000
1884,YOUNGBLOOD,17485,71.53,0.26,0,0,2000
1885,TONEY,17481,56.94,0.31,0,0,2000
1886,RICKS,17474,48.51,0.27,0,0,2000
1887,GRANADOS,17463,4.37,0.65,1,0,2000
1888,CRUM,17452,87.75,0.34,0,0,2000
1889,TRIPLETT,17422,68.02,0.32,0,0,2000
1890,SORIANO,17418,10.75,21.61,1,0,2000
1891,WAITE,17415,87.79,0.53,0,0,2000
1892,HOFF,17408,94.54,0.56,0,0,2000
1893,ANAYA,17405,6.14,0.64,1,0,2000
1894,CRENSHAW,17402,54.59,0.24,0,0,2000
1895,JUNG,17395,38.63,57.15,0,0,2000
1896,CANALES,17381,7.37,0.43,1,0,2000
1897,CAGLE,17380,93.0,0.26,0,0,2000
1898,DENNY,17366,84.83,0.56,0,0,2000
1899,MARCUS,17360,80.09,0.81,0,0,2000
1900,BERMAN,17346,94.64,0.67,0,0,2000
1901,MUNSON,17345,88.91,0.78,0,0,2000
1902,OCAMPO,17334,3.91,15.11,1,0,2000
1903,BAUMAN,17328,95.69,0.51,0,0,2000
1904,CORCORAN,17321,95.29,0.5,0,0,2000
1905,KEEN,17320,91.99,0.67,0,0,2000
1906,ZIMMER,17315,96.56,0.49,0,0,2000
1907,FRIEND,17312,87.74,0.36,0,0,2000
1908,ORNELAS,17278,6.6,0.28,1,0,2000
1909,VARNER,17274,82.79,0.39,0,0,2000
1910,PELLETIER,17267,96.58,0.34,0,0,2000
1911,VERNON,17267,78.73,0.45,0,0,2000
1912,BLUM,17262,95.96,0.45,0,0,2000
1913,ALBRECHT,17256,96.96,0.54,0,0,2000
1914,CULVER,17231,85.2,0.37,0,0,2000
1915,SCHUSTER,17221,96.1,0.69,0,0,2000
1916,CUELLAR,17217,7.73,0.24,1,0,2000
1917,MCCORD,17216,82.01,0.26,0,0,2000
1918,SHULTZ,17204,96.04,0.51,0,0,2000
1919,MCRAE,17203,54.97,0.34,0,0,2000
1920,MORELAND,17173,76.61,0.37,0,0,2000
1921,CALVERT,17169,90.63,0.42,0,0,2000
1922,WILLIAM,17164,34.04,1.61,0,0,2000
1923,WHITTINGTON,17163,81.62,0.26,0,0,2000
1924,ECKERT,17161,96.43,0.44,0,0,2000
1925,KEENE,17161,87.31,0.51,0,0,2000
1926,MOHR,17153,96.27,0.47,0,0,2000
1927,HANKS,17141,85.46,0.32,0,0,2000
1928,KIMBLE,17138,61.91,0.42,0,0,2000
1929,CAVANAUGH,17137,92.97,0.46,0,0,2000
1930,CROWELL,17136,81.21,0.74,0,0,2000
1931,RUSS,17136,73.59,0.37,0,0,2000
1932,FELICIANO,17112,8.74,5.04,1,0,2000
1933,CRAIN,17110,87.52,0.41,0,0,2000
1934,BUSCH,17089,94.28,0.42,0,0,2000
1935,MCCORMACK,17074,93.8,0.47,0,0,2000
1936,DRUMMOND,17032,68.81,0.35,0,0,2000
1937,OMALLEY,17027,96.9,0.52,0,0,2000
1938,ALDRICH,17017,93.76,0.67,0,0,2000
1939,LUKE,17016,75.28,5.39,0,0,2000
1940,GRECO,17013,95.09,0.66,0,0,2000
1941,MOTT,17013,86.49,0.41,0,0,2000
1942,OAKES,17008,91.62,0.51,0,0,2000
1943,MALLORY,16987,64.47,0.36,0,0,2000
1944,MCLAIN,16978,88.94,0.34,0,0,2000
1945,BURROWS,16972,86.95,0.59,0,0,2000
1946,OTERO,16956,9.86,0.59,1,0,2000
1947,ALLRED,16951,94.57,0.32,0,0,2000
1948,EASON,16923,60.7,0.51,0,0,2000
1949,FINNEY,16919,72.09,0.54,0,0,2000
1950,WELLER,16916,95.58,0.55,0,0,2000
1951,WALDRON,16908,89.56,0.42,0,0,2000
1952,CHAMPION,16900,74.51,0.37,0,0,2000
1953,JEFFERS,16895,80.92,0.46,0,0,2000
1954,COON,16890,93.17,0.53,0,0,2000
1955,ROSENTHAL,16881,94.37,0.47,0,0,2000
1956,HUDDLESTON,16872,86.1,0.38,0,0,2000
1957,SOLANO,16869,10.78,1.71,1,0,2000
1958,HIRSCH,16864,95.84,0.48,0,0,2000
1959,AKINS,16860,65.59,0.26,0,0,2000
1960,OLIVARES,16857,4.64,1.04,1,0,2000
1961,SONG,16856,2.08,95.12,1,1,2000
1962,SNEED,16855,57.58,0.37,0,0,2000
1963,BENEDICT,16846,93.29,0.81,0,0,2000
1964,BAIN,16845,87.56,0.65,0,0,2000
1965,OKEEFE,16829,96.0,0.5,0,0,2000
1966,HIDALGO,16824,12.08,4.3,1,0,2000
1967,MATOS,16819,17.14,0.27,1,0,2000
1968,STALLINGS,16819,73.66,0.27,0,0,2000
1969,PARIS,16813,79.49,1.21,0,0,2000
1970,GAMEZ,16812,4.87,0.46,1,0,2000
1971,KENNY,16811,90.52,0.71,0,0,2000
1972,QUIGLEY,16810,94.61,0.5,0,0,2000
1973,MARRERO,16783,8.95,0.42,1,0,2000
1974,FAGAN,16779,86.93,0.56,0,0,2000
1975,DUTTON,16774,91.95,0.47,0,0,2000
